,_1
4320,"['jury', 'returns', 'guilty', 'verdict', 'double', 'murder']"
4321,"['front', 'court', 'child', 'porn', 'charges']"
4322,"['improving', 'samoa', 'rugby', '7s', 'squad', 'rewarded']"
4323,"['japan', 'north', 'korea', 'talks', 'hope', 'build', 'relations']"
4324,"['busted', 'boards', 'danger', 'overland', 'track']"
4325,"['17yo', 'boy', 'falling', 'ute', 'rocky']"
4326,"['diamond', 'swallower', 'bluff', 'thief', 'escapes']"
4327,"['pressure', 'mounts', 'glory', 'boss']"
4328,"['three', 'people', 'arrested', 'protest', 'outside', 'hunter', 'valley', 'coal']"
4329,"['nsw', 'fire', 'authorities', 'high', 'alert']"
4330,"['bushrangers', 'reach', 'one', 'day', 'cup', 'final', 'beating', 'tasmania']"
4331,"['failed', 'foresty', 'land', 'converted', 'beef', 'cattle', 'tasmania']"
4332,"['sri', 'lankan', 'minister', 'killed', 'roadside', 'bomb']"
4333,"['justice', 'mcclellan', 'warns', 'churches', 'change', 'risk', 'illegitimacy']"
4334,"['gst', 'rate', 'stumps', 'qld', 'opposition', 'newmans', 'campaign', 'turn']"
4335,"['albanys', 'last', 'cruise', 'ship', 'dock', 'today']"
4336,"['former', 'mp', 'roland', 'speaks', 'slipping', 'nauru']"
4337,"['health', 'hospitals', 'housing', 'education', 'lennons']"
4338,"['castro', 'speaks', 'publicly', 'three', 'months', 'air']"
4339,"['ruthless', 'real', 'eases', '3', '0', 'win', 'galatasaray']"
4340,"['golby', 'grabs', 'rising', 'star', 'nomination']"
4341,"['interview', 'thom', 'carter']"
4342,"['freight', 'train', 'hits', 'kills']"
4343,"['beef', 'imports']"
4344,"['mosul', 'iraq', 'faces', 'overflowing', 'erbil', 'refugee', 'camp']"
4345,"['three', 'charged', 'credit', 'card', 'skimming', 'racket']"
4346,"['drivers', 'notice', 'new', 'speed', 'limits']"
4347,"['ows', 'become', 'workplace', 'ombudsman']"
4348,"['turnbull', 'pass', 'pub', 'test', 'darwin']"
4349,"['melbourne', 'secures', 'nrc', 'semi', 'final', 'berth']"
4350,"['charges', 'laid', 'terrifying', 'home', 'invasion']"
4351,"['tomic', 'loses', 'ferrer', 'blames', 'fitness', 'issues', 'height']"
4352,"['albanese', 'vows', 'fight', 'beazley', 'uranium']"
4353,"['abbott', 'cement', 'foreign', 'policy', 'credentials']"
4354,"['jennett', 'labor', 'plebiscite', 'analysis']"
4355,"['centuries', 'old', 'turtle', 'back']"
4356,"['government', 'rejects', 'bailout', 'debt', 'ridden', 'school']"
4357,"['ny', 'stock', 'exchange', 'chairman', 'asked', 'step']"
4358,"['cautious', 'trade', 'takes', 'market', 'higher']"
4359,"['blair', 'desperately', 'sorry', 'iraq', 'deaths']"
4360,"['train', 'bus', 'involved', 'low', 'impact', 'collision', 'brisbane']"
4361,"['lithgow', 'council', 'seeks', 'huge', 'rate', 'rise']"
4362,"['ruddock', 'opener']"
4363,"['group', 'ponders', 'bowler', 'development']"
4364,"['eagles', 'storms', 'run']"
4365,"['councils', 'warned', 'close', 'ties', 'developers']"
4366,"['rural', 'nat', 'doctors', 'remote', 'incentive']"
4367,"['five', 'horses', 'trainer', 'freedman', 'inducted', 'hall']"
4368,"['service', 'nsw', ""'one"", 'stop', ""shop'"", 'tamworth']"
4369,"['call', 'residents', 'help', 'water', 'lead', 'dust']"
4370,"['rfs', 'funds', 'diverted']"
4371,"['vic', 'dept', 'told', 'release', 'personal', 'medical', 'records']"
4372,"['goodbye', '2013']"
4373,"['child', 'interviewed', 'deliberatley', 'lit', 'bushfire', 'near', 'kempsey']"
4374,"['better', 'year', 'ahead', 'mango', 'growers']"
4375,"['flood', 'hit', 'home', 'owner', 'urges', 'insurance', 'relief']"
4376,"['charities', 'seeking', 'christmas', 'helpers']"
4377,"['missing', 'womans', 'body', 'found']"
4378,"['funds', 'boost', 'allows', 'final', 'work', 'back', 'bourke']"
4379,"['five', 'charged', 'illegal', 'pipi', 'haul']"
4380,"['cleaner', 'energy', 'sought', 'gippsland']"
4381,"['trespasser', 'richmond', 'station', 'causes', 'commuter', 'headaches']"
4382,"['vlahov', 'confident', 'nbl', 'survive']"
4383,"['electoral', 'commission', 'begins', 'distributing', 'tas']"
4384,"['adelaide', 'company', 'wins', 'stake', 'frigate', 'contract']"
4385,"['west', 'indies', 'finalise', 'test', 'team']"
4386,"['bad', 'weather', 'limits', 'pakistan', 'relief', 'operations']"
4387,"['andrews', 'accountable']"
4388,"['elite', 'club', 'leader', 'gets', '14', 'years', 'jail', 'gang', 'rapes']"
4389,"['kumble', 'spins', 'india', 'contention']"
4390,"['insurance', 'concerns', 'bushfire', 'hit', 'tasmanians']"
4391,"['jetstar', 'flights', 'cancel']"
4392,"['inquest', 'told', 'mother', 'slept', 'crying']"
4393,"['nalbandian', 'agassi', 'kooyong', 'final']"
4394,"['arrested', 'womans', 'body', 'found', 'boot', 'car', 'nsw']"
4395,"['dva', 'response', 'veterans', 'claims']"
4396,"['industrial', 'unrest', 'looms', 'west', 'wimmera', 'health']"
4397,"['live', 'politics', 'blog', 'august', '31']"
4398,"['police', 'probe', 'fatal', 'head', 'crash']"
4399,"['swans', 'sign', 'jack', 'grundy']"
4400,"['newman', 'open', 'second', 'gold', 'coast', 'casino']"
4401,"['labor', 'pledges', '$20m', 'bayside', 'public', 'schools', 'wins', 'nove']"
4402,"['rory', 'sloane', 'appendix', 'afl', 'final', 'doubt']"
4403,"['support', 'needed', 'breastfeeding', 'mothers']"
4404,['climateknight']
4405,"['uber', 'boss', 'orders', 'investigation', 'sexual', 'harassment', 'claims']"
4406,"['bodies', '17', 'babies', 'unclaimed', 'alice', 'springs', 'morgue']"
4407,"['red', 'devils', 'fans', 'playing', 'miracle', 'help', 'sick', 'kids']"
4408,"['market', 'makes', 'yesterdays', 'losses']"
4409,"['cloncurry', 'denies', 'responsibility', 'mt', 'isa', 'water']"
4410,"['vic', 'country', 'hour', 'podcast', '7', 'september', '2015']"
4411,"['spencer', 'magic', 'man:', 'vale;', 'godfrey', 'philipp;', 'long', 'live']"
4412,"['coonamble', 'council', 'add', 'fluoride', 'water']"
4413,"['list', 'injury', 'cloud', 'william', 'reid']"
4414,"['south', 'australias', 'largest', 'dvd', 'rental', 'store', 'succumbs', 'technology']"
4415,"['weather', 'quarter']"
4416,"['santos', 'tumbles', '1.4', 'billion', 'loss', 'first', 'half']"
4417,"['schools', 'get', 'chaplaincy', 'scheme', 'grants']"
4418,"['nobel', 'laureate', 'tim', 'hunt', 'resigns', 'women', 'scientists', 'remark']"
4419,"['elijah', 'doughty', 'protest', 'wa', 'parliament']"
4420,"['katters', 'australian', 'party', 'releases', 'mdb', 'policy']"
4421,"['teenage', 'girl', 'escapes', 'attacker']"
4422,"['pictons', 'main', 'street', 'floods']"
4423,"['bargain', 'hunters', 'force', 'boxing', 'day', 'sales']"
4424,"['agostino', 'lead', 'united']"
4425,"['ukrainian', 'mps']"
4426,"['horse', 'flu', 'could', 'aid', 'caulfield', 'turnout']"
4427,"['growers', 'angry', 'infected', 'seed', 'protocols']"
4428,"['watkins', 'rejects', 'mps', 'police', 'numbers', 'claims']"
4429,"['woman', 'supplied', 'teenagers', 'drugs', 'court', 'told']"
4430,"['fiji', 'allege', 'aust', 'breached', 'charter', 'coup']"
4431,"['sponsorship', 'urged', 'rattler']"
4432,"['parliament', 'bureaucrat', 'carol', 'mills', 'claims', 'denied', 'justice']"
4433,"['saddle', 'club', 'star', 'killed', 'tragic', 'accident']"
4434,"['malcolm', 'young', 'remembered']"
4435,"['racing', 'nsw', 'announces', 'prizemoney', 'boost']"
4436,"['flooded', 'health', 'centre', 'moves', 'demountable']"
4437,"['shackletons', 'footsteps']"
4438,"['swans', 'get', 'win', 'premiership', 'season']"
4439,"['blake', 'wraps', 'hopman', 'tie', 'us']"
4440,"['boxing', 'day', 'sales', 'begin']"
4441,"['trevor', 'claiming', 'flynn', 'yet']"
4442,"['rape', 'trial', 'aborted', 'charge', 'downgraded']"
4443,"['heartbreak', 'arron', 'ottey', 'miss']"
4444,"['study', 'considers', 'south', 'coast', 'desal', 'plant', 'sites']"
4445,"['police', 'reveal', 'rape', 'suspect', 'description']"
4446,"['nimble', 'pay', 'day', 'lender', 'refund', 'customers', 'asic']"
4447,"['61', 'year', 'old', 'charged', 'alleged', 'underage', 'marriage', 'newca']"
4448,"['tigers', 'run', 'riot', 'dragons']"
4449,"['west', 'coast', 'adelaide', 'crows', 'win', 'nothing', 'else', 'matters', 'simpson']"
4450,"['officials', 'told', 'rescue', 'boats', 'unsuitable', 'prior']"
4451,"['rspcas', 'steve', 'laurie', 'says', 'microchipping', 'dogs']"
4452,"['sandon', 'pt', 'housing', 'plan', 'gets', 'nod']"
4453,"['sports', 'need', 'evolve', 'meet', 'demands']"
4454,"['cathedral', 'park']"
4455,"['troops', 'cheer', 'south', 'korean', 'presidents', 'surprise', 'visit']"
4456,"['economic', 'crisis', 'drive', 'asylum', 'influx', 'expert']"
4457,"['two', 'dead', 'timor', 'violence']"
4458,"['hope', 'scheme', 'boost', 'rural', 'specialist', 'numbers']"
4459,"['jazeera', 'fact', 'file']"
4460,"['car', 'race', 'take', 'granite', 'belt', 'wines', 'around']"
4461,"['charged', 'frenzied', 'glassing']"
4462,"['bulldogs', 'beat', 'storm', 'reach', 'semi', 'finals']"
4463,"['interview', 'anthony', 'griffin']"
4464,"['rockhampton', 'woman', 'run', '13', 'marathons', '13', 'days', 'depression']"
4465,"['family', 'lucky', 'escape', 'burning', 'cabin']"
4466,"['rudd', 'defends', 'claims', 'echo', 'nomics']"
4467,"['govt', 'vows', 'consult', 'opening', 'air', 'routes']"
4468,"['iluka', 'green', 'lights', 'mineral', 'sands', 'project']"
4469,"['temporary', 'work', 'visa', 'reform']"
4470,"['csiro', 'industrial']"
4471,"['union', 'movement', 'angry', 'campaign', 'investigation']"
4472,"['japanese', 'whaling', 'vessel', 'rammed', 'shepherd', 'fleet']"
4473,"['borg', 'backs', 'murray', 'bounce', 'back']"
4474,"['nt', 'farmers', 'welcome', 'financial', 'relief', 'tough', 'times']"
4475,"['dozens', 'killed', 'us', 'warplanes', 'strike', 'samarra']"
4476,"['water', 'releases', 'murray', 'bidgee']"
4477,"['wa', 'jobless', 'rate', 'improves']"
4478,"['djokovic', 'subdues', 'federer', 'start', 'title', 'defence']"
4479,"['teen', 'pulled', 'knife', 'child', 'protection', 'workers']"
4480,"['pair', 'jailed', 'convenience', 'store', 'hold']"
4481,"['pilot', 'survives', 'powerline', 'crash']"
4482,"['spearss', 'visitation', 'order', 'released']"
4483,"['mid', 'north', 'coast', 'residents', 'joing', 'national', 'day', 'action', 'clima']"
4484,"['child', 'sex', 'charges']"
4485,"['supermarket', 'plan', 'promises', 'cheaper', 'prices']"
4486,"['brumbies', 'hit', 'hurricanes']"
4487,"['police', 'targeted', 'car', 'bombing']"
4488,"['flooding', 'closes', 'riverina', 'roads', 'highways']"
4489,"['former', 'president', 'maldives', 'arrested']"
4490,"['train', 'drivers', 'vote', 'strike', 'action']"
4491,"['connex', 'spokesman', 'john', 'rees', 'talks', 'abc', 'journalist']"
4492,"['police', 'defend', 'pursuit', 'serious', 'crash']"
4493,"['standard', 'poors', 'hit', 'us', 'govt', 'lawsuit']"
4494,"['cold', 'esky', 'challenge', 'hits', 'dunsborough']"
4495,"['labor', 'pledges', 'jobs', 'plan', 'kickstart', 'economy']"
4496,"['iraq', 'kurdish', 'leader', 'steps']"
4497,"['brown', 'set', 'miss', 'crows', 'clash']"
4498,"['maroons', 'wary', 'bellamy', 'factor']"
4499,"['afl', 'anti', 'doping', 'tribunal', 'hand', 'essendon', 'decision']"
4500,"['baby', 'crocs', 'lure', 'crowds']"
4501,"['murderer', 'patrick', 'daley', 'housed', 'hobart', 'dementia', 'unit']"
4502,"['government', 'considers', 'wheel', 'clamping']"
4503,"['polly', 'said']"
4504,"['150', 'asylum', 'seekers', 'held', 'customs']"
4505,"['business', 'leaders', 'welcome', 'govt', 'tax', 'review']"
4506,"['nt', 'doctors', 'welcome', 'abbotts', 'appointment']"
4507,"['stable', 'cooma', 'shooting']"
4508,"['bad', 'season', 'flystrike']"
4509,"['mumbai', 'building', 'arrests']"
4510,"['nsw', 'country', 'hour', 'podcast', '2001']"
4511,"['romney', 'wins', 'big', 'puerto', 'rico', 'primary']"
4512,"['minister', 'unlikely', 'override', 'artefact', 'decision']"
4513,"['council', 'rejects', 'budget', 'deficit', 'claims']"
4514,"['fires', 'gunshots', 'tibetan', 'capital', 'amid', 'monk']"
4515,"['fremantle', 'outlast', 'gallant', 'tigers']"
4516,"['council', 'undecided', 'bluff', 'total', 'water', 'ban']"
4517,"['independent', 'mp', 'wellington', ""'proud'"", 'back', 'palaszczuk']"
4518,"['worker', 'electrocuted', 'storm', 'clean']"
4519,"['rba', 'keeps', 'rates', 'hold']"
4520,"['holden', 'closing', 'last', 'time', 'today']"
4521,"['states', 'seek', 'guidance', 'dealing', 'terrorist']"
4522,"['12', 'killed', 'cambodian', 'traffic', 'accident']"
4523,"['bush', 'defends', 'record', 'final', 'press', 'conference']"
4524,"['farmers', 'urged', 'boost', 'dam', 'levels']"
4525,"['plan', 'protect', 'south', ""australia's"", 'koala', 'population']"
4526,"['aussie', 'researchers', 'find', '100s', 'new', 'reef', 'species']"
4527,"['match', 'fixing', 'ringleader', 'sentenced']"
4528,"['fire', 'uniforms']"
4529,"['expensive', 'tunnelling', 'used', 'build', 'north', 'east', 'link']"
4530,"['scott', 'set', 'extend', 'geelong', 'contract']"
4531,"['cfa', 'chief', 'omits', 'fire', 'centre', 'review', 'statement']"
4532,"['australia', 'day', 'awards', 'go', 'wimmera', 'mallee', 'residents']"
4533,"['purcells', 'granted', 'bail']"
4534,"['guilty', 'assault', 'officer', 'thrown', 'window']"
4535,"['norton', 'student', 'debt', 'tweaked', 'sold']"
4536,"['hit', 'run', 'accused', 'faces', 'court']"
4537,"['cahills', 'heroics', 'stick', 'front', 'page']"
4538,"['victoria', 'police', 'chief', 'commissioner', 'ken', 'lay', 'stands']"
4539,"['news', 'montage']"
4540,"['bayley', 'fails', 'make', 'impact', 'womens', 'keirin']"
4541,"['tywen', 'dawe', 'talks', 'apps', 'xmas']"
4542,"['dow', 'jones', 'settles', 'gutnick', 'action']"
4543,"['second', 'hand', 'clothing', 'mt', 'isa']"
4544,"['winton', 'steer', 'trial', 'cut', 'short', 'cattle', 'make', 'huge', 'gains']"
4545,"['swan', 'suspects', 'leaks', 'deposit', 'guarantee']"
4546,"['court', 'rejects', 'information', 'request', 'assault', 'case']"
4547,"['held', 'poland', 'taking', '3', 'israelis', 'hostage']"
4548,"['adelaide', 'united', 'kyle', 'chalmers', 'win', 'gongs', 'sport', 'awards']"
4549,"['research', 'shows', 'injured', 'brains', 'ability', 'rewire']"
4550,"['socceroos', 'fans', 'facing', 'nervous', 'wait', 'world', 'cup']"
4551,"['interview', 'cameron', 'ling']"
4552,"['jayawardene', 'says', 'sri', 'lankan', 'batsmen', 'must', 'lift']"
4553,"['slocum;', 'langley', 'tied', 'lead', 'wyndham', 'championship']"
4554,"['stepfather', 'murder', 'trial']"
4555,"['challenges', 'malcolm', 'turnbull', 'new']"
4556,"['kevin', 'wales', 'quits', 'wwcc']"
4557,"['australian', 'dollar', 'slumps', 'lowest', 'level', 'months']"
4558,"['tasmanian', 'farmers', 'welcome', 'backpacker', 'tax', 'resolution']"
4559,"['witnesses', '200000', 'robbery', 'sought']"
4560,"['militants', 'afghan', 'soldier', 'killed', 'gun', 'battle']"
4561,"['group', 'links', 'heatwave', 'climate', 'change']"
4562,"['health', 'services', 'overdue', 'bills', 'workers', 'fault']"
4563,"['wine', 'exports', 'surge', 'industry', 'cautious']"
4564,"['milk', 'price', 'stoush', 'widens', 'inquiry']"
4565,"['trade', 'agreement', 'set', 'boost', 'wine', 'exports']"
4566,"['suicide', 'blast', 'kills', '10', 'injures', '27', 'afghanistan']"
4567,"['two', 'bashed', 'violent', 'pimpama', 'home', 'invasion']"
4568,"['british', 'earl', 'selling', 'mountain', 'pay', 'tax', 'bill']"
4569,"['monty', 'python', 'reunite', 'film']"
4570,"['trapped', 'rescued', 'cave', 'nz']"
4571,"['wyong', 'council', 'get', 'tough', 'illegal', 'dumpers', 'costs', 'pile']"
4572,"['police', 'hospital', 'car', 'crash']"
4573,"['violent', 'weekend', 'assaults']"
4574,"['angry', 'farmers', 'voice', 'water', 'worries']"
4575,"['hong', 'kong', 'destroy', '30', 'tonnes', 'ivory']"
4576,"['govt', 'denies', 'restraining', 'bakhtiyaris']"
4577,"['mccloy', 'push', 'beautify', 'newcastle']"
4578,"['hong', 'kong', 'readies', 'handover', 'celebrations']"
4579,"['lockyer', 'may', 'return', 'minor', 'premiership', 'showdown']"
4580,"['grandstand', 'spoke', 'simon', 'woolford', 'matt']"
4581,"['lehmann', 'backs', 'gabba', 'future', 'tests']"
4582,"['brake', 'problems', 'causing', 'major', 'delays', 'melbourne']"
4583,"['china', 'abolishes', 'education', 'labour', 'camps']"
4584,"['graincorp', 'backs', 'call', 'awb', 'wheat', 'export']"
4585,"['sangakkara', 'leads', 'sri', 'lanka', 'spirited', 'chase', 'south', 'afr']"
4586,"['upsets', 'leave', 'roosters', 'top']"
4587,"['possible', 'fighting', 'fit', '80', 'scientists']"
4588,"['police', 'say', 'boosting', 'ranks', 'answer']"
4589,"['charged', 'car', 'park', 'murder']"
4590,"['nt', 'livestock', 'exports', 'jump']"
4591,"['csg', 'declaration']"
4592,"['russia', 'opposes', 'sanctions', 'syria']"
4593,"['mclaren', 'accuse', 'red', 'bull', 'coded', 'messages']"
4594,"['indonesia', 'confirms', 'two', 'deaths', 'bird', 'flu']"
4595,"['dancing', 'police', 'officer', 'dance', 'moves', 'notting', 'hill', 'carnival']"
4596,"['punches', 'muslim', 'marion', 'mosque']"
4597,"['deflated', 'armstrong', 'payments']"
4598,"['labors', 'smith', 'holds', 'talks', 'ahead', 'education', 'meeting']"
4599,"['rockfall', 'injures', 'workman']"
4600,"['donald', 'trump', 'urges', 'united', 'nations', 'reform', 'first', 'address']"
4601,"['victory', 'house', 'drug', 'rehabilitation']"
4602,"['bulls', 'dump', 'veteran', 'carseldine']"
4603,"['australia', 'shares', 'china', 'rate', 'rise']"
4604,"['yacht', 'sinks', 'race']"
4605,"['inquiry', 'city', 'canning', 'operations']"
4606,"['22', 'mangoes', 'still', 'appealing', 'tourists']"
4607,"['abare', 'warns', 'international', 'competition']"
4608,"['dirt', 'dynasties', 'pedigree', 'performance', 'wool']"
4609,"['bush', 'route', 'hanoi', 'apec', 'summit']"
4610,"['howard', 'shaking', 'dust']"
4611,"['survey', 'finds', 'world', 'wants', 'powerful']"
4612,"['assaults', 'officers', 'unacceptable', 'carnarvon', 'police']"
4613,"['australia', 'set', 'produce', 'eight', 'million', 'trays', 'mangoes']"
4614,"['kashmiri', 'militants', 'offered', 'cash', 'surrender']"
4615,"['jarryd', 'hayne', 'makes', 'top', '50', 'nfl', 'merchandise', 'sellers']"
4616,"['rumours', 'team', 'breakdown', 'coming', 'worst']"
4617,"['tigers', 'wing', 'tuqiri']"
4618,"['bitcoin', 'changes', 'explained']"
4619,"['harbour', 'master', 'calls', 'sailor', 'drug', 'alcohol', 'tests']"
4620,"['budget', 'poll', 'shows', 'public', 'divided', 'planned', 'bank', 'levy']"
4621,"['killarney', 'stockman', 'airlifted']"
4622,"['gajdosova', 'malaysian', 'open', 'quarter', 'finals']"
4623,"['asylum', 'seekers', 'forefront', 'talks']"
4624,"['lowndes', 'pole', 'perth']"
4625,"['womans', 'body', 'found', 'tied', 'stabbed']"
4626,"['iraq', 'hammers', 'bushs', 'poll', 'rating']"
4627,"['four', 'escape', 'minimum', 'security', 'perth', 'prison', 'murdoch']"
4628,"['koen', 'kicks', 'springboks', 'victory']"
4629,"['beef', 'futures', 'considered', 'way', 'boost', 'incomes']"
4630,"['tasmanian', 'governments', 'plan', 'home', 'homeless']"
4631,"['restituted', 'nazi', 'paintings', 'sold', 'ny']"
4632,"['concern', 'missing', 'currambine']"
4633,"['nico', 'rosberg', 'top', 'spanish', 'f1', 'grand', 'prix']"
4634,"['nelson', 'carr', 'named', 'communities', 'minister', 'cabinet']"
4635,"['janda', 'big', 'bank', 'bash', 'continues', '2012']"
4636,"['catholic', 'ballot', 'riverina']"
4637,"['beazley', 'outlines', 'infrastructure', 'priorities']"
4638,"['school', 'reopens', 'water', 'contamination', 'scare']"
4639,"['minister', 'urges', 'hunter', 'businesses', 'keep', 'emerging', 'trends']"
4640,"['green', 'loans', 'audit', 'enough']"
4641,"['icc', 'steps', 'illegal', 'betting']"
4642,"['abc', 'business', 'news', 'market', 'analysis']"
4643,"['beer', 'biology', 'researcher', 'brews', 'discover', 'perfect', 'head']"
4644,"['nzs', 'clark', 'angered', 'gay', 'husband', 'rumours']"
4645,"['tractor', 'crashes', 'bedroom', 'injuring', 'sleeping', 'lyndhurst', 'couple']"
4646,"['giant', 'icebergs', 'absorb', 'carbon']"
4647,"['half', 'time', 'thoughts']"
4648,"['academic', 'urges', 'catchment', 'research']"
4649,"['simms', 'voters', 'give', 'green', 'light', 'resurgent', 'party']"
4650,"['energy', 'deal', 'good', 'wind', 'farms']"
4651,"['philippines', 'tornado', 'kills', '2']"
4652,"['hoax', 'arrests', 'across', 'europe', 'german', 'massacre']"
4653,"['clp', 'sets', 'sight', 'braitling']"
4654,"['hong', 'kong', 'journalists', 'slam', 'chinas', 'plans']"
4655,"['world', 'shares', 'close', 'higher']"
4656,"['stone', 'reconciliation', 'lost', 'musgrave', 'park']"
4657,"['every', 'baby', 'born', 'privilege']"
4658,"['licensed', 'venues', 'alcohol', 'trading']"
4659,"['almond', 'blossom', 'begins']"
4660,"['kema', 'plastics', 'workers', 'superannuation', 'unpaid', 'administration']"
4661,"['car', 'fire', 'sparks', 'investigations']"
4662,"['beyond', 'destruction', 'federalism', 'lives']"
4663,"['sydney', 'teacher', 'charged', 'filming', 'students']"
4664,"['england', 'overpowers', 'fiji']"
4665,"['shrug', 'giggs', 'transfer', 'talk']"
4666,"['khan', 'leads', 'pakistan', 'recovery', 'australia', 'day', 'one']"
4667,"['european', 'wrap', 'james', 'shugg']"
4668,"['minister', 'slams', 'extreme', 'activists', 'swanbank']"
4669,"['g20', 'resolutions', 'quick', 'fix']"
4670,"['attorney', 'general', 'considers', 'pushing', 'tougher', 'sentence', 'cow']"
4671,"['abbott', 'purges', 'key', 'public', 'servants', 'action', 'day']"
4672,"['board', 'recommends', 'drastic', 'water', 'cuts', 'upper']"
4673,"['interview', 'damien', 'hooper']"
4674,"['forum', 'airs', 'artefact', 'damage', 'fears']"
4675,"['world', 'science', 'festival', 'citizen', 'scientists', 'help', 'stressed', 'oceans']"
4676,"['wildfires', 'force', 'state', 'emergency', 'santa', 'cruz']"
4677,"['tennis', 'big', 'guns', 'chip', 'flood', 'relief']"
4678,"['bluffers', 'guide', 'theusmid', 'terms']"
4679,"['auckland', 'caught', 'cup', 'funding', 'row']"
4680,"['accc', 'warns', 'big', 'telcos', 'dodgy', 'nbn', 'speed', 'promises']"
4681,"['premier', 'hoping', 'sensible', 'teachers', 'pay', 'outcome']"
4682,"['hidding', 'keeps', 'options', 'open', 'old', 'growth', 'felling']"
4683,"['publican', 'tells', ""'frightening'"", 'fire', 'swept', 'ola']"
4684,"['pacific', 'tuna']"
4685,"['bhp', 'delivers', 'high', 'school', 'computers', 'scholarships']"
4686,"['vic', 'govt', 'announces', 'coastal', 'development', 'restrictions']"
4687,"['push', 'parliamentary', 'inquiry', 'wa', 'ambo', 'deaths']"
4688,"['tourists', 'warned', 'ahead', 'bangkok', 'protest']"
4689,"['grocery', 'prices', 'top', 'rudd', 'agenda']"
4690,"['ponting', 'rises', 'test', 'career', 'limbo']"
4691,"['abc', 'sport']"
4692,"['cousins', 'steps', 'ring']"
4693,"['govt', 'reissues', 'israel', 'indonesia', 'travel', 'warnings']"
4694,"['interview', 'shane', 'flanagan']"
4695,"['fears', 'mallee', 'burning', 'rate', 'threatens', 'wildlife']"
4696,"['court', 'shop', 'assault']"
4697,"['petrify', 'liquefy', 'new', 'ways', 'bury', 'greenhouse', 'gas']"
4698,"['woods', 'pressure', 'royal', 'troon', 'challenge']"
4699,"['sandon', 'pt', 'meeting', 'tipped', 'include', 'park', 'request']"
4700,"['darwin', 'rattles', 'earthquake', 'hits', 'banda']"
4701,"['suspicions', 'river', 'death']"
4702,"['kfc', 'fined', 'worker', 'falls', 'tank', 'hot', 'oil']"
4703,"['wa', 'premier', 'talks', 'gas', 'industry']"
4704,"['tribunal', 'rules', 'anti', 'fracking', 'protester']"
4705,"['mines', 'set', 'attract', 'new', 'englands', 'skilled', 'workers']"
4706,"['india', 'election', 'social', 'media', 'feature']"
4707,"['graeme', 'langlands', 'charged', 'historical', 'child', 'sex', 'offences']"
4708,"['stock', 'euthanased', 'livestock', 'semi', 'rolls']"
4709,"['rain', 'washes', 'eng', 'wi', 'day', 'two']"
4710,"['united', 'draw', 'level', 'shandong', 'half', 'time']"
4711,"['council', 'rejects', 'traffic', 'jam', 'bushfire', 'safe', 'place']"
4712,"['paul', 'manafort', 'george', 'papadopoulos', 'cause', 'trump', 'grief']"
4713,"['interview', 'israel', 'folau']"
4714,"['pearson', 'fears', 'indigenous', 'parents', 'freedom']"
4715,"['mpofu', 'price', 'star', 'zimbabwean', 'victory']"
4716,"['seven', 'increases', 'shareholding', 'wa', 'news']"
4717,"['apple', 'growers', 'group', 'keen', 'keep', 'enforcing', 'strong']"
4718,"['blaze', 'need', 'pick', 'wright']"
4719,"['melbourne', 'cup', 'predictor']"
4720,"['weightlifter', 'powers', 'way', 'new', 'wr']"
4721,"['woman', 'accused', 'using', 'bra', 'smuggle', 'drugs', 'jail']"
4722,"['nz', 'dairy', 'giant', 'sorry', 'botulism', 'scare']"
4723,"['historic', 'bendigo', 'tram', 'revamped', 'anzac']"
4724,"[""laidlaw's"", 'boot', 'gives', 'scotland', 'successive', 'wins']"
4725,"['inquiry', 'examine', 'nsw', 'provocation', 'defence']"
4726,"['mackay', 'jailed', 'copper', 'wire', 'theft']"
4727,"['police', 'hope', 'quiz', 'bashed', 'soldier']"
4728,"['platypus', 'getting', 'caught', 'fishing', 'line']"
4729,"['best', 'photos', 'new', 'years', 'eve', 'around', 'world']"
4730,"['killed', 'another', 'injured', 'car', 'accident']"
4731,"['logging', 'antidote']"
4732,"['sussex', 'inventive', 'vocabulary', 'bogandom']"
4733,"['huon', 'mayor', 'embraces', 'election', 'promises']"
4734,"['icebergs', 'threaten', 'shipping', 'near', 'nz']"
4735,"['lelliott', 'role', 'government']"
4736,"['rudd', 'welcome', 'little', ""'ruddlet'""]"
4737,"['rust', 'sentence', 'bouys', 'victim', 'support', 'group']"
4738,"['marg', 'enkelmann', 'wearable', 'art']"
4739,"['walmsley', 'dont', 'let', 'last', 'picture', 'show']"
4740,"['australian', 'year', 'talks', 'giving', 'back']"
4741,"['overhead', 'tv', 'camera', 'falls', 'rios', 'olympic', 'park', 'injuring', 'people']"
4742,"['poisoning', 'caused', 'paralysis', 'quick', 'death']"
4743,"['great', 'white', 'shark', 'sighting', 'newcastle', 'beaches', 'closed', 'decision', 'due']"
4744,"[""premier's"", 'asia', 'focus', ""'outdated'""]"
4745,"['900', 'million', 'hotel', 'apartment', 'development', 'gold', 'coast']"
4746,"['flume', 'keith', 'urban', 'nominated', 'grammy', 'awards']"
4747,"['gunmen', 'kill', 'baghdad', 'university', 'dean']"
4748,"['australian', 'market', 'flat']"
4749,"['manus', 'island', 'locals', 'welcome', 'detention', 'centre']"
4750,"['carr', 'threatened', 'pokies', 'tax']"
4751,"['2.6', 'million', 'launch', 'brand', 'new', 'canberra']"
